p,a00,a01,a02,a03,a10,a11,a12,a13,a20,a21,a22,a23,a30,a31,a32,a33,CM,q
599,1/2,0,3/2,3,0,1/42,34/21,61/14,0,0,3,6,0,0,0,7,CM,
599,1/2,0,3/2,6,0,1/66,7/33,63/22,0,0,3,1,0,0,0,11,CM,
599,1/2,0,3/2,6,0,1/66,70/33,223/22,0,0,3,1,0,0,0,11,CM,
599,1/2,0,25/2,0,0,1/50,463/25,1/2,0,0,25,0,0,0,0,1,CM,
599,1/2,0,1/2,57,0,1/154,15/77,5795/154,0,0,1,37,0,0,0,77,CM,
599,1/2,0,1/2,134,0,1/308,46/77,47067/308,0,0,1,114,0,0,0,154,CM,
601,1,0,0,0,1/2,1/2,0,0,0,1/7,0,1/7,1/2,-1/14,1/2,-1/14,CM,7
601,1/2,0,0,1/2,0,1/14,1/2,4/7,0,0,1,0,0,0,0,1,CM,7
601,1/2,1/42,1/6,113/42,0,1/21,1/3,50/21,0,0,1/2,1/2,0,0,0,3,CM,7
601,1/2,1/42,1/3,53/21,0,1/21,1/6,65/42,0,0,1/2,1/2,0,0,0,3,CM,7
601,1/2,1/70,3/10,281/70,0,1/35,1/10,317/70,0,0,1/2,7/2,0,0,0,5,CM,7
601,1/2,1/70,0,116/35,0,1/35,0,57/35,0,0,1/2,5/2,0,0,0,5,CM,7
601,1/2,1/70,1/5,32/35,0,1/35,2/5,64/35,0,0,1/2,7/2,0,0,0,5,CM,7
601,1/2,1/70,0,109/35,0,1/35,0,43/35,0,0,1/2,5/2,0,0,0,5,CM,7
601,1/2,1/98,3/7,284/49,0,1/49,5/14,401/98,0,0,1/2,1/2,0,0,0,7,CM,7
601,1/2,1/98,5/14,631/98,0,1/49,3/14,135/98,0,0,1/2,9/2,0,0,0,7,CM,7
601,1/2,1/98,2/7,172/49,0,1/49,1/14,541/98,0,0,1/2,3/2,0,0,0,7,CM,7
601,1/2,1/98,0,102/49,0,1/49,0,204/49,0,0,1/2,7/2,0,0,0,7,CM,7
601,1/2,1/154,5/22,141/154,0,1/77,5/11,141/77,0,0,1/2,19/2,0,0,0,11,CM,7
601,1/2,1/154,3/11,298/77,0,1/77,1/22,1423/154,0,0,1/2,19/2,0,0,0,11,CM,7
601,1/2,1/154,2/11,116/77,0,1/77,4/11,232/77,0,0,1/2,7/2,0,0,0,11,CM,7
601,1/2,1/154,7/22,1275/154,0,1/77,3/22,317/154,0,0,1/2,7/2,0,0,0,11,CM,7
601,1/2,1/154,0,151/77,0,1/77,0,302/77,0,0,1/2,11/2,0,0,0,11,CM,7
601,1/2,1/154,0,333/77,0,1/77,0,666/77,0,0,1/2,11/2,0,0,0,11,CM,7
601,1/2,0,0,1/2,0,1/28,1/4,2/7,0,0,2,0,0,0,0,1,CM,7
601,1/2,0,0,3/2,0,1/42,1/6,25/21,0,0,1,1,0,0,0,3,CM,7
601,1/2,0,0,3/2,0,1/42,1/6,11/21,0,0,1,2,0,0,0,3,CM,7
601,1/2,0,0,5/2,0,1/70,7/10,67/35,0,0,1,2,0,0,0,5,CM,7
601,1/2,0,0,5/2,0,1/70,7/10,158/35,0,0,1,3,0,0,0,5,CM,7
601,1/2,0,0,5/2,0,1/70,1/2,116/35,0,0,1,0,0,0,0,5,CM,7
601,1/2,0,0,7/2,0,1/98,9/14,46/49,0,0,1,5,0,0,0,7,CM,7
601,1/2,0,0,7/2,0,1/98,11/14,74/49,0,0,1,3,0,0,0,7,CM,7
601,1/2,0,0,11/2,0,1/154,5/22,837/77,0,0,1,3,0,0,0,11,CM,7
601,1/2,0,0,11/2,0,1/154,5/22,494/77,0,0,1,8,0,0,0,11,CM,7
601,1/2,0,0,11/2,0,1/154,1/2,333/77,0,0,1,0,0,0,0,11,CM,7
601,1/2,1/210,1/6,757/210,0,1/105,1/3,757/105,0,0,1/2,25/2,0,0,0,15,CM,7
607,1,0,0,0,0,1,0,0,0,1/2,0,1/2,1/2,0,1/2,0,CM,
607,1/2,0,1/2,0,0,1/4,0,7/4,0,0,1,0,0,0,0,2,CM,
607,1/2,0,1/2,2,0,1/6,2/3,11/6,0,0,1,1,0,0,0,3,CM,
607,1/2,0,1/2,2,0,1/10,2/5,29/10,0,0,1,4,0,0,0,5,CM,
607,1/2,0,1/2,0,0,1/14,0,79/14,0,0,1,0,0,0,0,7,CM,
607,1/2,0,7/2,0,0,1/14,34/7,1/2,0,0,7,0,0,0,0,1,CM,
607,1/2,0,1/2,4,0,1/14,2/7,59/14,0,0,1,1,0,0,0,7,CM,
607,1/2,0,11/2,0,0,1/2,86/11,1/2,0,0,11,0,0,0,0,1,CM,
607,1/2,0,1/2,0,0,1/2,0,51/22,0,0,1,0,0,0,0,11,CM,
607,1/2,0,1/2,8,0,1/2,5/11,9/22,0,0,1,5,0,0,0,11,CM,
607,1/2,0,1/2,1,0,1/2,1/11,153/22,0,0,1,2,0,0,0,11,CM,
607,1/2,0,1/2,2,0,1/8,1/2,23/8,0,0,1,0,0,0,0,4,CM,
607,1/2,0,1/2,0,0,1/8,0,15/8,0,0,1,0,0,0,0,4,CM,
607,1/2,0,1/2,4,0,1/12,2/3,71/12,0,0,1,2,0,0,0,6,CM,
607,1/2,0,1/2,4,0,1/12,1/3,7/12,0,0,1,2,0,0,0,6,CM,
607,1/2,0,1/2,2,0,1/20,4/5,151/20,0,0,1,4,0,0,0,10,CM,
607,1/2,0,1/2,8,0,1/20,4/5,199/20,0,0,1,6,0,0,0,10,CM,
607,1/2,0,7/2,0,0,1/28,17/7,1/4,0,0,7,0,0,0,0,2,CM,
607,1/2,0,1/2,4,0,1/28,1/7,255/28,0,0,1,8,0,0,0,14,CM,
607,1/2,0,1/2,0,0,1/28,0,79/28,0,0,1,0,0,0,0,14,CM,
607,1/2,0,1/2,10,0,1/28,1/7,39/28,0,0,1,6,0,0,0,14,CM,
607,1/2,0,1/2,10,0,1/44,5/11,351/44,0,0,1,20,0,0,0,22,CM,
607,1/2,0,11/2,0,0,1/44,43/11,5/4,0,0,11,0,0,0,0,2,CM,
607,1/2,0,1/2,10,0,1/44,6/11,287/44,0,0,1,20,0,0,0,22,CM,
607,1/2,0,1/2,8,0,1/18,2/9,119/18,0,0,1,7,0,0,0,9,CM,
607,1/2,0,1/2,8,0,1/30,2/15,371/30,0,0,1,1,0,0,0,15,CM,
607,1/2,0,1/2,8,0,1/30,8/15,149/30,0,0,1,1,0,0,0,15,CM,
607,1/2,0,1/2,11,0,1/42,5/21,53/42,0,0,1,1,0,0,0,21,CM,
607,1/2,0,1/2,14,0,1/42,2/3,863/42,0,0,1,7,0,0,0,21,CM,
607,1/2,0,1/2,17,0,1/42,2/21,137/42,0,0,1,13,0,0,0,21,CM,
607,1/2,0,1/2,32,0,1/110,32/55,4619/110,0,0,1,9,0,0,0,55,CM,
607,1/2,0,1/2,0,0,1/98,0,2333/98,0,0,1,0,0,0,0,49,CM,
613,1,0,0,0,0,1,0,0,1/2,-1/4,0,1/4,-1/2,1/2,-1/2,0,CM,
613,1/2,0,1/2,3/2,0,1/8,1/4,9/8,0,0,1,1,0,0,0,2,CM,
613,1/2,0,3/2,1/2,0,1/12,11/6,3/4,0,0,3,0,0,0,0,1,CM,
613,1/2,0,1/2,9/2,0,1/20,9/10,69/20,0,0,1,4,0,0,0,5,CM,
613,1/2,0,5/2,1/2,0,1/20,43/10,1/4,0,0,5,0,0,0,0,1,CM,
613,1/2,0,1/2,1/2,0,1/20,9/10,81/20,0,0,1,1,0,0,0,5,CM,
613,1/2,0,1/2,11/2,0,1/28,3/14,113/28,0,0,1,4,0,0,0,7,CM,
613,1/2,0,1/2,1/2,0,1/28,5/14,37/28,0,0,1,1,0,0,0,7,CM,
613,1/2,0,1/2,11/2,0,1/28,11/14,97/28,0,0,1,4,0,0,0,7,CM,
613,1/2,0,1/2,13/2,0,1/28,5/14,61/28,0,0,1,6,0,0,0,7,CM,
613,1/2,0,1/2,11/2,0,1/44,1/2,277/44,0,0,1,0,0,0,0,11,CM,
613,1/2,0,1/2,9/2,0,1/44,17/22,69/44,0,0,1,9,0,0,0,11,CM,
613,1/2,0,1/2,9/2,0,1/44,5/22,85/44,0,0,1,9,0,0,0,11,CM,
613,1/2,0,1/2,21/2,0,1/44,15/22,477/44,0,0,1,10,0,0,0,11,CM,
613,1/2,0,1/2,11/2,0,1/44,1/2,449/44,0,0,1,0,0,0,0,11,CM,
613,1/2,0,1/2,7/2,0,1/16,1/8,41/16,0,0,1,3,0,0,0,4,CM,
613,1/2,0,1/2,3/2,0,1/16,5/8,49/16,0,0,1,3,0,0,0,4,CM,
613,1/2,0,3/2,1/2,0,1/24,25/12,3/8,0,0,3,1,0,0,0,2,CM,
613,1/2,0,3/2,1/2,0,1/24,29/12,11/8,0,0,3,1,0,0,0,2,CM,
613,1/2,0,1/2,11/2,0,1/40,9/20,281/40,0,0,1,1,0,0,0,10,CM,
613,1/2,0,1/2,11/2,0,1/40,1/20,89/40,0,0,1,1,0,0,0,10,CM,
613,1/2,0,5/2,3/2,0,1/40,57/20,5/8,0,0,5,1,0,0,0,2,CM,
613,1/2,0,1/2,19/2,0,1/40,9/20,169/40,0,0,1,9,0,0,0,10,CM,
613,1/2,0,1/2,11/2,0,1/56,25/28,601/56,0,0,1,11,0,0,0,14,CM,
613,1/2,0,1/2,15/2,0,1/56,5/28,625/56,0,0,1,1,0,0,0,14,CM,
613,1/2,0,3/2,1/2,0,1/36,29/18,31/12,0,0,3,1,0,0,0,3,CM,
613,1/2,0,3/2,7/2,0,1/60,11/30,47/20,0,0,3,2,0,0,0,5,CM,
613,1/2,0,3/2,9/2,0,1/84,101/42,191/28,0,0,3,2,0,0,0,7,CM,
617,1,0,0,0,1/2,1/2,0,0,1/2,1/6,1/2,1/6,-1/2,1/6,0,-1/3,CM,3
617,1/2,0,1/4,5/4,0,1/6,1/4,11/12,0,0,1/2,1/2,0,0,0,2,CM,3
617,1/2,1/18,1/6,25/18,0,1/9,1/3,25/9,0,0,1/2,5/2,0,0,0,3,CM,3
617,1/2,1/30,2/5,59/15,0,1/15,3/10,131/30,0,0,1/2,7/2,0,0,0,5,CM,3
617,1/2,1/42,5/14,1/42,0,1/21,3/14,107/42,0,0,1/2,9/2,0,0,0,7,CM,3
617,1/2,1/66,3/22,469/66,0,1/33,3/11,106/33,0,0,1/2,9/2,0,0,0,11,CM,3
617,1/2,1/66,1/11,191/33,0,1/33,2/11,19/33,0,0,1/2,19/2,0,0,0,11,CM,3
617,1/2,0,1/4,13/4,0,1/12,1/8,59/24,0,0,1/2,5/2,0,0,0,4,CM,3
617,1/2,0,1/4,21/4,0,1/18,1/4,161/36,0,0,1/2,9/2,0,0,0,6,CM,3
617,1/2,0,1/4,13/4,0,1/18,1/12,59/36,0,0,1/2,1/2,0,0,0,6,CM,3
617,1/2,0,1/4,37/4,0,1/30,7/20,29/60,0,0,1/2,17/2,0,0,0,10,CM,3
617,1/2,0,5/4,1/4,0,1/30,11/20,13/12,0,0,5/2,1/2,0,0,0,2,CM,3
617,1/2,0,1/4,13/4,0,1/30,7/20,221/60,0,0,1/2,13/2,0,0,0,10,CM,3
617,1/2,0,7/4,3/4,0,1/42,55/28,11/12,0,0,7/2,3/2,0,0,0,2,CM,3
617,1/2,0,1/4,37/4,0,1/42,11/28,761/84,0,0,1/2,9/2,0,0,0,14,CM,3
617,1/2,0,7/4,3/4,0,1/42,43/28,23/12,0,0,7/2,3/2,0,0,0,2,CM,3
617,1/2,0,1/4,69/4,0,1/66,7/44,1589/132,0,0,1/2,25/2,0,0,0,22,CM,3
617,1/2,0,1/4,53/4,0,1/66,17/44,1235/132,0,0,1/2,9/2,0,0,0,22,CM,3
617,1/2,0,1/4,5/4,0,1/66,1/44,827/132,0,0,1/2,5/2,0,0,0,22,CM,3
617,1/2,1/54,7/18,331/54,0,1/27,5/18,203/54,0,0,1/2,17/2,0,0,0,9,CM,3
617,1/2,1/54,2/9,62/27,0,1/27,4/9,124/27,0,0,1/2,11/2,0,0,0,9,CM,3
617,1/2,1/90,43/30,23/18,0,1/45,11/30,37/18,0,0,5/2,1/2,0,0,0,3,CM,3
617,1/2,1/126,26/21,14/9,0,1/63,52/21,1/9,0,0,7/2,5/2,0,0,0,3,CM,3
617,1/2,1/198,25/66,1789/198,0,1/99,17/66,4865/198,0,0,1/2,53/2,0,0,0,33,CM,3
617,1/2,1/150,9/50,3673/150,0,1/75,9/25,1798/75,0,0,1/2,17/2,0,0,0,25,CM,3
617,1/2,1/210,19/70,5083/210,0,1/105,3/70,6281/210,0,0,1/2,37/2,0,0,0,35,CM,3
617,1/2,1/330,7/55,464/165,0,1/165,14/55,928/165,0,0,1/2,57/2,0,0,0,55,CM,3
617,1/2,0,1/4,61/4,0,1/84,25/56,4643/168,0,0,1/2,5/2,0,0,0,28,CM,3
617,1/2,0,1/4,37/4,0,1/54,13/36,743/108,0,0,1/2,1/2,0,0,0,18,CM,3
619,1,0,0,0,0,1,0,0,0,1/2,0,1/2,1/2,0,1/2,0,CM,
619,1/2,0,1/2,1,0,1/4,1/2,5/4,0,0,1,0,0,0,0,2,CM,
619,1/2,0,1/2,1,0,1/6,2/3,13/6,0,0,1,2,0,0,0,3,CM,
619,1/2,0,5/2,0,0,1/10,7/5,1/2,0,0,5,0,0,0,0,1,CM,
619,1/2,0,1/2,0,0,1/10,0,39/10,0,0,1,0,0,0,0,5,CM,
619,1/2,0,1/2,3,0,1/14,3/7,27/14,0,0,1,6,0,0,0,7,CM,
619,1/2,0,1/2,0,0,1/14,0,31/14,0,0,1,0,0,0,0,7,CM,
619,1/2,0,7/2,0,0,1/14,40/7,1/2,0,0,7,0,0,0,0,1,CM,
619,1/2,0,1/2,6,0,1/2,4/11,47/22,0,0,1,1,0,0,0,11,CM,
619,1/2,0,1/2,9,0,1/2,10/11,93/22,0,0,1,7,0,0,0,11,CM,
619,1/2,0,1/2,7,0,1/2,3/11,75/22,0,0,1,3,0,0,0,11,CM,
619,1/2,0,1/2,3,0,1/8,1/4,21/8,0,0,1,2,0,0,0,4,CM,
619,1/2,0,1/2,5,0,1/12,5/6,29/12,0,0,1,4,0,0,0,6,CM,
619,1/2,0,1/2,1,0,1/12,5/6,61/12,0,0,1,2,0,0,0,6,CM,
619,1/2,0,1/2,5,0,1/20,1/2,189/20,0,0,1,0,0,0,0,10,CM,
619,1/2,0,1/2,5,0,1/20,1/2,61/20,0,0,1,0,0,0,0,10,CM,
619,1/2,0,5/2,1,0,1/20,43/10,1/4,0,0,5,0,0,0,0,2,CM,
619,1/2,0,7/2,1,0,1/28,9/14,3/4,0,0,7,0,0,0,0,2,CM,
619,1/2,0,1/2,7,0,1/28,1/2,325/28,0,0,1,0,0,0,0,14,CM,
619,1/2,0,1/2,3,0,1/28,11/14,141/28,0,0,1,6,0,0,0,14,CM,
619,1/2,0,1/2,11,0,1/28,11/14,349/28,0,0,1,8,0,0,0,14,CM,
619,1/2,0,1/2,7,0,1/28,1/2,165/28,0,0,1,0,0,0,0,14,CM,
619,1/2,0,1/2,5,0,1/44,7/22,509/44,0,0,1,10,0,0,0,22,CM,
619,1/2,0,1/2,9,0,1/44,1/22,61/44,0,0,1,18,0,0,0,22,CM,
619,1/2,0,1/2,17,0,1/44,7/22,701/44,0,0,1,12,0,0,0,22,CM,
619,1/2,0,1/2,4,0,1/18,2/9,103/18,0,0,1,8,0,0,0,9,CM,
619,1/2,0,1/2,1,0,1/18,8/9,1/18,0,0,1,2,0,0,0,9,CM,
619,1/2,0,1/2,10,0,1/30,1/3,439/30,0,0,1,5,0,0,0,15,CM,
619,1/2,0,1/2,4,0,1/42,11/21,643/42,0,0,1,8,0,0,0,21,CM,
619,1/2,0,5/2,1,0,1/70,157/35,81/14,0,0,5,2,0,0,0,7,CM,
619,1/2,0,1/2,108,0,1/242,109/121,3899/242,0,0,1,95,0,0,0,121,CM,
631,1,0,0,0,0,1,0,0,0,1/2,0,1/2,1/2,0,1/2,0,CM,
631,1/2,0,1/2,0,0,1/4,0,3/4,0,0,1,0,0,0,0,2,CM,
631,1/2,0,1/2,1,0,1/6,1/3,11/6,0,0,1,2,0,0,0,3,CM,
631,1/2,0,1/2,0,0,1/10,0,23/10,0,0,1,0,0,0,0,5,CM,
631,1/2,0,5/2,0,0,1/10,24/5,1/2,0,0,5,0,0,0,0,1,CM,
631,1/2,0,1/2,1,0,1/14,5/7,23/14,0,0,1,2,0,0,0,7,CM,
631,1/2,0,1/2,5,0,1/14,1/7,25/14,0,0,1,3,0,0,0,7,CM,
631,1/2,0,1/2,2,0,1/2,8/11,183/22,0,0,1,4,0,0,0,11,CM,
631,1/2,0,1/2,7,0,1/2,2/11,61/22,0,0,1,3,0,0,0,11,CM,
631,1/2,0,1/2,6,0,1/2,10/11,79/22,0,0,1,1,0,0,0,11,CM,
631,1/2,0,1/2,2,0,1/8,1/2,19/8,0,0,1,0,0,0,0,4,CM,
631,1/2,0,1/2,0,0,1/8,0,11/8,0,0,1,0,0,0,0,4,CM,
631,1/2,0,1/2,2,0,1/12,2/3,67/12,0,0,1,4,0,0,0,6,CM,
631,1/2,0,1/2,2,0,1/12,1/3,35/12,0,0,1,4,0,0,0,6,CM,
631,1/2,0,1/2,0,0,1/20,0,27/20,0,0,1,0,0,0,0,10,CM,
631,1/2,0,5/2,0,0,1/20,12/5,7/4,0,0,5,0,0,0,0,2,CM,
631,1/2,0,1/2,0,0,1/20,0,123/20,0,0,1,0,0,0,0,10,CM,
631,1/2,0,1/2,2,0,1/28,4/7,227/28,0,0,1,4,0,0,0,14,CM,
631,1/2,0,1/2,8,0,1/28,1/7,299/28,0,0,1,2,0,0,0,14,CM,
631,1/2,0,1/2,8,0,1/28,6/7,51/28,0,0,1,2,0,0,0,14,CM,
631,1/2,0,1/2,12,0,1/28,4/7,67/28,0,0,1,10,0,0,0,14,CM,
631,1/2,0,1/2,16,0,1/44,6/11,35/44,0,0,1,10,0,0,0,22,CM,
631,1/2,0,1/2,2,0,1/44,4/11,667/44,0,0,1,4,0,0,0,22,CM,
631,1/2,0,1/2,18,0,1/44,1/11,787/44,0,0,1,14,0,0,0,22,CM,
631,1/2,0,1/2,6,0,1/44,6/11,691/44,0,0,1,12,0,0,0,22,CM,
631,1/2,0,1/2,7,0,1/18,7/9,107/18,0,0,1,5,0,0,0,9,CM,
631,1/2,0,1/2,1,0,1/18,4/9,59/18,0,0,1,2,0,0,0,9,CM,
631,1/2,0,1/2,4,0,1/18,1/9,137/18,0,0,1,8,0,0,0,9,CM,
631,1/2,0,1/2,10,0,1/30,2/3,173/30,0,0,1,5,0,0,0,15,CM,
631,1/2,0,1/2,13,0,1/42,19/21,803/42,0,0,1,5,0,0,0,21,CM,
631,1/2,0,1/2,7,0,1/66,31/33,1589/66,0,0,1,14,0,0,0,33,CM,
631,1/2,0,1/2,4,0,1/66,13/33,599/66,0,0,1,8,0,0,0,33,CM,
631,1/2,0,1/2,61,0,1/154,43/77,1355/154,0,0,1,45,0,0,0,77,CM,
641,1,0,0,0,1/2,1/2,0,0,1/2,1/6,1/2,1/6,-1/2,1/6,0,-1/3,CM,3
641,1/2,0,1/4,5/4,0,1/6,1/4,11/12,0,0,1/2,1/2,0,0,0,2,CM,3
641,1/2,1/18,1/6,1/18,0,1/9,1/3,1/9,0,0,1/2,5/2,0,0,0,3,CM,3
641,1/2,1/30,2/5,2/15,0,1/15,3/10,23/30,0,0,1/2,9/2,0,0,0,5,CM,3
641,1/2,1/30,0,29/15,0,1/15,0,58/15,0,0,1/2,5/2,0,0,0,5,CM,3
641,1/2,1/42,1/14,193/42,0,1/21,1/7,46/21,0,0,1/2,5/2,0,0,0,7,CM,3
641,1/2,1/66,1/22,475/66,0,1/33,1/11,112/33,0,0,1/2,5/2,0,0,0,11,CM,3
641,1/2,1/66,5/22,481/66,0,1/33,5/11,118/33,0,0,1/2,9/2,0,0,0,11,CM,3
641,1/2,0,1/4,13/4,0,1/12,1/8,11/24,0,0,1/2,5/2,0,0,0,4,CM,3
641,1/2,0,1/4,21/4,0,1/18,1/4,185/36,0,0,1/2,9/2,0,0,0,6,CM,3
641,1/2,0,1/4,13/4,0,1/18,1/12,11/36,0,0,1/2,1/2,0,0,0,6,CM,3
641,1/2,0,1/4,29/4,0,1/30,7/20,197/60,0,0,1/2,9/2,0,0,0,10,CM,3
641,1/2,0,1/4,21/4,0,1/30,7/20,53/60,0,0,1/2,1/2,0,0,0,10,CM,3
641,1/2,0,1/4,29/4,0,1/30,3/20,473/60,0,0,1/2,9/2,0,0,0,10,CM,3
641,1/2,0,1/4,21/4,0,1/30,3/20,377/60,0,0,1/2,1/2,0,0,0,10,CM,3
641,1/2,0,1/4,37/4,0,1/42,5/28,575/84,0,0,1/2,9/2,0,0,0,14,CM,3
641,1/2,0,7/4,3/4,0,1/42,45/28,17/12,0,0,7/2,3/2,0,0,0,2,CM,3
641,1/2,0,7/4,3/4,0,1/42,53/28,17/12,0,0,7/2,3/2,0,0,0,2,CM,3
641,1/2,0,1/4,61/4,0,1/66,13/44,95/132,0,0,1/2,17/2,0,0,0,22,CM,3
641,1/2,0,1/4,69/4,0,1/66,19/44,353/132,0,0,1/2,25/2,0,0,0,22,CM,3
641,1/2,0,1/4,53/4,0,1/66,21/44,2711/132,0,0,1/2,9/2,0,0,0,22,CM,3
641,1/2,0,1/4,5/4,0,1/66,9/44,2603/132,0,0,1/2,5/2,0,0,0,22,CM,3
641,1/2,1/54,1/18,271/54,0,1/27,1/9,28/27,0,0,1/2,17/2,0,0,0,9,CM,3
641,1/2,1/54,7/18,37/54,0,1/27,5/18,263/54,0,0,1/2,11/2,0,0,0,9,CM,3
641,1/2,1/90,1/3,446/45,0,1/45,1/6,209/90,0,0,1/2,5/2,0,0,0,15,CM,3
641,1/2,1/90,1/30,1081/90,0,1/45,1/15,406/45,0,0,1/2,29/2,0,0,0,15,CM,3
641,1/2,1/90,2/15,77/45,0,1/45,4/15,154/45,0,0,1/2,29/2,0,0,0,15,CM,3
641,1/2,1/198,8/33,2273/99,0,1/99,16/33,1279/99,0,0,1/2,35/2,0,0,0,33,CM,3
641,1/2,1/198,8/33,1841/99,0,1/99,16/33,415/99,0,0,1/2,53/2,0,0,0,33,CM,3
641,1/2,1/150,2/25,977/75,0,1/75,4/25,79/75,0,0,1/2,49/2,0,0,0,25,CM,3
641,1/2,1/210,17/35,1157/105,0,1/105,33/70,3683/210,0,0,1/2,9/2,0,0,0,35,CM,3
641,1/2,1/150,3/10,433/150,0,1/75,1/10,1241/150,0,0,1/2,45/2,0,0,0,25,CM,3
641,1/2,0,1/4,61/4,0,1/60,13/40,2207/120,0,0,1/2,21/2,0,0,0,20,CM,3
641,1/2,0,1/4,93/4,0,1/84,9/56,1763/168,0,0,1/2,37/2,0,0,0,28,CM,3
643,1,0,0,0,0,1,0,0,0,1/2,0,1/2,1/2,0,1/2,0,CM,
643,1/2,0,1/2,1,0,1/4,1/2,7/4,0,0,1,0,0,0,0,2,CM,
643,1/2,0,1/2,1,0,1/6,1/3,5/6,0,0,1,2,0,0,0,3,CM,
643,1/2,0,1/2,3,0,1/10,4/5,27/10,0,0,1,1,0,0,0,5,CM,
643,1/2,0,1/2,0,0,1/14,0,29/14,0,0,1,0,0,0,0,7,CM,
643,1/2,0,1/2,3,0,1/14,1/7,51/14,0,0,1,6,0,0,0,7,CM,
643,1/2,0,7/2,0,0,1/14,10/7,1/2,0,0,7,0,0,0,0,1,CM,
643,1/2,0,1/2,5,0,1/2,5/11,153/22,0,0,1,10,0,0,0,11,CM,
643,1/2,0,1/2,4,0,1/2,10/11,223/22,0,0,1,8,0,0,0,11,CM,
643,1/2,0,1/2,9,0,1/2,4/11,145/22,0,0,1,7,0,0,0,11,CM,
643,1/2,0,1/2,1,0,1/8,1/4,23/8,0,0,1,2,0,0,0,4,CM,
643,1/2,0,1/2,1,0,1/12,1/6,23/12,0,0,1,2,0,0,0,6,CM,
643,1/2,0,1/2,5,0,1/12,1/6,31/12,0,0,1,4,0,0,0,6,CM,
643,1/2,0,1/2,3,0,1/20,1/10,183/20,0,0,1,6,0,0,0,10,CM,
643,1/2,0,1/2,3,0,1/20,9/10,87/20,0,0,1,6,0,0,0,10,CM,
643,1/2,0,1/2,7,0,1/28,1/2,127/28,0,0,1,0,0,0,0,14,CM,
643,1/2,0,1/2,3,0,1/28,13/14,215/28,0,0,1,6,0,0,0,14,CM,
643,1/2,0,1/2,3,0,1/28,1/14,247/28,0,0,1,6,0,0,0,14,CM,
643,1/2,0,1/2,7,0,1/28,1/2,167/28,0,0,1,0,0,0,0,14,CM,
643,1/2,0,7/2,1,0,1/28,59/14,1/4,0,0,7,0,0,0,0,2,CM,
643,1/2,0,1/2,17,0,1/44,5/22,815/44,0,0,1,12,0,0,0,22,CM,
643,1/2,0,1/2,15,0,1/44,21/22,399/44,0,0,1,8,0,0,0,22,CM,
643,1/2,0,1/2,9,0,1/44,15/22,783/44,0,0,1,18,0,0,0,22,CM,
643,1/2,0,1/2,4,0,1/18,4/9,161/18,0,0,1,8,0,0,0,9,CM,
643,1/2,0,1/2,1,0,1/18,7/9,29/18,0,0,1,2,0,0,0,9,CM,
643,1/2,0,1/2,7,0,1/30,1/15,167/30,0,0,1,14,0,0,0,15,CM,
643,1/2,0,1/2,7,0,1/42,1/3,461/42,0,0,1,14,0,0,0,21,CM,
643,1/2,0,1/2,4,0,1/42,13/21,863/42,0,0,1,8,0,0,0,21,CM,
643,1/2,0,1/2,7,0,1/66,10/33,1229/66,0,0,1,14,0,0,0,33,CM,
643,1/2,0,7/2,1,0,1/70,39/35,21/10,0,0,7,2,0,0,0,5,CM,
647,1,0,0,0,0,1,0,0,0,1/2,0,1/2,1/2,0,1/2,0,CM,
647,1/2,0,1/2,0,0,1/4,0,5/4,0,0,1,0,0,0,0,2,CM,
647,1/2,0,1/2,0,0,1/6,0,17/6,0,0,1,0,0,0,0,3,CM,
647,1/2,0,3/2,0,0,1/6,5/3,1/2,0,0,3,0,0,0,0,1,CM,
647,1/2,0,1/2,2,0,1/10,2/5,49/10,0,0,1,4,0,0,0,5,CM,
647,1/2,0,7/2,0,0,1/14,33/7,1/2,0,0,7,0,0,0,0,1,CM,
647,1/2,0,1/2,0,0,1/14,0,17/14,0,0,1,0,0,0,0,7,CM,
647,1/2,0,1/2,4,0,1/14,3/7,29/14,0,0,1,1,0,0,0,7,CM,
647,1/2,0,1/2,5,0,1/2,8/11,93/22,0,0,1,10,0,0,0,11,CM,
647,1/2,0,1/2,4,0,1/2,5/11,183/22,0,0,1,8,0,0,0,11,CM,
647,1/2,0,1/2,9,0,1/2,9/11,65/22,0,0,1,7,0,0,0,11,CM,
647,1/2,0,1/2,2,0,1/8,1/2,21/8,0,0,1,0,0,0,0,4,CM,
647,1/2,0,1/2,0,0,1/8,0,29/8,0,0,1,0,0,0,0,4,CM,
647,1/2,0,1/2,0,0,1/12,0,37/12,0,0,1,0,0,0,0,6,CM,
647,1/2,0,3/2,0,0,1/12,7/3,7/4,0,0,3,0,0,0,0,2,CM,
647,1/2,0,1/2,0,0,1/12,0,53/12,0,0,1,0,0,0,0,6,CM,
647,1/2,0,1/2,8,0,1/20,1/5,101/20,0,0,1,6,0,0,0,10,CM,
647,1/2,0,1/2,8,0,1/20,4/5,69/20,0,0,1,6,0,0,0,10,CM,
647,1/2,0,1/2,4,0,1/28,5/7,141/28,0,0,1,8,0,0,0,14,CM,
647,1/2,0,1/2,10,0,1/28,5/7,349/28,0,0,1,6,0,0,0,14,CM,
647,1/2,0,7/2,0,0,1/28,8/7,3/4,0,0,7,0,0,0,0,2,CM,
647,1/2,0,1/2,0,0,1/28,0,213/28,0,0,1,0,0,0,0,14,CM,
647,1/2,0,1/2,0,0,1/28,0,277/28,0,0,1,0,0,0,0,14,CM,
